; Written by swmmeaproject.pyc
;Link Depth
T5
	10/28/2011	01:32	0.2456
	10/28/2011	01:33	0.2413
	10/28/2011	01:34	0.237
	10/28/2011	01:35	0.2329
	10/28/2011	01:36	0.2291
	10/28/2011	01:37	0.2252
	10/28/2011	01:38	0.2215
	10/28/2011	01:39	0.2181
	10/28/2011	01:40	0.2146
	10/28/2011	01:41	0.2113
	10/28/2011	01:42	0.2083
	10/28/2011	01:43	0.2052
	10/28/2011	01:44	0.2023
	10/28/2011	01:45	0.1995
	10/28/2011	01:46	0.1967
	10/28/2011	01:47	0.1941
	10/28/2011	01:48	0.1916
	10/28/2011	01:49	0.189
	10/28/2011	01:50	0.1866
	10/28/2011	01:51	0.1843
	10/28/2011	01:52	0.182
	10/28/2011	01:53	0.1797
	10/28/2011	01:54	0.1776
	10/28/2011	01:55	0.1754
	10/28/2011	01:56	0.1733
	10/28/2011	01:57	0.1714
	10/28/2011	01:58	0.1694
	10/28/2011	01:59	0.1675
	10/28/2011	02:00	0.1657
	10/28/2011	02:01	0.1639
	10/28/2011	02:02	0.1621
	10/28/2011	02:03	0.1604
	10/28/2011	02:04	0.1552
	10/28/2011	02:05	0.1491
	10/28/2011	02:06	0.1433
	10/28/2011	02:07	0.1379
	10/28/2011	02:08	0.1328
	10/28/2011	02:09	0.1279
	10/28/2011	02:10	0.1232
	10/28/2011	02:11	0.1188
	10/28/2011	02:12	0.1146
	10/28/2011	02:13	0.1106
	10/28/2011	02:14	0.1068
	10/28/2011	02:15	0.1031
	10/28/2011	02:16	0.0996
	10/28/2011	02:17	0.0962
	10/28/2011	02:18	0.0929
	10/28/2011	02:19	0.0898
	10/28/2011	02:20	0.0868
	10/28/2011	02:21	0.084
	10/28/2011	02:22	0.0812
	10/28/2011	02:23	0.0785
	10/28/2011	02:24	0.0759
	10/28/2011	02:25	0.0734
	10/28/2011	02:26	0.071
	10/28/2011	02:27	0.0687
	10/28/2011	02:28	0.0664
	10/28/2011	02:29	0.0642
	10/28/2011	02:30	0.0621
	10/28/2011	02:31	0.0601
	10/28/2011	02:32	0.0581
	10/28/2011	02:33	0.0562
	10/28/2011	02:34	0.0543
	10/28/2011	02:35	0.0525
	10/28/2011	02:36	0.0508
	10/28/2011	02:37	0.0491
	10/28/2011	02:38	0.0474
	10/28/2011	02:39	0.0458
	10/28/2011	02:40	0.0443
	10/28/2011	02:41	0.0428
	10/28/2011	02:42	0.0413
	10/28/2011	02:43	0.0399
	10/28/2011	02:44	0.0386
	10/28/2011	02:45	0.0373
	10/28/2011	02:46	0.036
	10/28/2011	02:47	0.0348
	10/28/2011	02:48	0.0337
	10/28/2011	02:49	0.0326
	10/28/2011	02:50	0.0315
	10/28/2011	02:51	0.0305
	10/28/2011	02:52	0.0296
	10/28/2011	02:53	0.0288
	10/28/2011	02:54	0.028
	10/28/2011	02:55	0.0273
	10/28/2011	02:56	0.0267
	10/28/2011	02:57	0.0262
	10/28/2011	02:58	0.0258
	10/28/2011	02:59	0.0254
	10/28/2011	03:00	0.0249
	10/28/2011	03:01	0.0245
	10/28/2011	03:02	0.0241
	10/28/2011	03:03	0.0238
	10/28/2011	03:04	0.0234
	10/28/2011	03:05	0.023
	10/28/2011	03:06	0.0227
	10/28/2011	03:07	0.0223
	10/28/2011	03:08	0.022
	10/28/2011	03:09	0.0216
	10/28/2011	03:10	0.0213
	10/28/2011	03:11	0.021
	10/28/2011	03:12	0.0207
	10/28/2011	03:13	0.0204
	10/28/2011	03:14	0.0201
	10/28/2011	03:15	0.0198
	10/28/2011	03:16	0.0195
	10/28/2011	03:17	0.0193
	10/28/2011	03:18	0.019
	10/28/2011	03:19	0.0187
	10/28/2011	03:20	0.0185
	10/28/2011	03:21	0.0182
	10/28/2011	03:22	0.018
	10/28/2011	03:23	0.0178
	10/28/2011	03:24	0.0175
	10/28/2011	03:25	0.0173
	10/28/2011	03:26	0.0171
	10/28/2011	03:27	0.0169
	10/28/2011	03:28	0.0166
	10/28/2011	03:29	0.0164
	10/28/2011	03:30	0.0162
	10/28/2011	03:31	0.016
	10/28/2011	03:32	0.0158
	10/28/2011	03:33	0.0156
	10/28/2011	03:34	0.0155
	10/28/2011	03:35	0.0153
	10/28/2011	03:36	0.0151
	10/28/2011	03:37	0.0149
	10/28/2011	03:38	0.0147
	10/28/2011	03:39	0.0146
	10/28/2011	03:40	0.0144
	10/28/2011	03:41	0.0142
	10/28/2011	03:42	0.0141
	10/28/2011	03:43	0.0139
	10/28/2011	03:44	0.0138
	10/28/2011	03:45	0.0136
	10/28/2011	03:46	0.0135
	10/28/2011	03:47	0.0133
	10/28/2011	03:48	0.0132
	10/28/2011	03:49	0.013
	10/28/2011	03:50	0.0129
	10/28/2011	03:51	0.0128
	10/28/2011	03:52	0.0126
	10/28/2011	03:53	0.0125
	10/28/2011	03:54	0.0124
	10/28/2011	03:55	0.0122
	10/28/2011	03:56	0.0121
	10/28/2011	03:57	0.012
	10/28/2011	03:58	0.0119
	10/28/2011	03:59	0.0118
	10/28/2011	04:00	0.0116
	10/28/2011	04:01	0.0115
	10/28/2011	04:02	0.0114
	10/28/2011	04:03	0.0113
	10/28/2011	04:04	0.0112
	10/28/2011	04:05	0.0111
	10/28/2011	04:06	0.011
	10/28/2011	04:07	0.0109
	10/28/2011	04:08	0.0108
	10/28/2011	04:09	0.0107
	10/28/2011	04:10	0.0106
	10/28/2011	04:11	0.0105
	10/28/2011	04:12	0.0104
	10/28/2011	04:13	0.0103
	10/28/2011	04:14	0.0102
	10/28/2011	04:15	0.0101
	10/28/2011	04:16	0.01
	10/28/2011	04:17	0.0099
	10/28/2011	04:18	0.0098
	10/28/2011	04:19	0.0097
	10/28/2011	04:20	0.0096
	10/28/2011	04:21	0.0096
	10/28/2011	04:22	0.0095
	10/28/2011	04:23	0.0094
	10/28/2011	04:24	0.0093
	10/28/2011	04:25	0.0092
	10/28/2011	04:26	0.0092
	10/28/2011	04:27	0.0091
	10/28/2011	04:28	0.009
	10/28/2011	04:29	0.0089
	10/28/2011	04:30	0.0089
	10/28/2011	04:31	0.0088
	10/28/2011	04:32	0.0087
	10/28/2011	04:33	0.0086
	10/28/2011	04:34	0.0086
	10/28/2011	04:35	0.0085
	10/28/2011	04:36	0.0084
	10/28/2011	04:37	0.0084
	10/28/2011	04:38	0.0083
	10/28/2011	04:39	0.0082
	10/28/2011	04:40	0.0082
	10/28/2011	04:41	0.0081
	10/28/2011	04:42	0.008
	10/28/2011	04:43	0.008
	10/28/2011	04:44	0.0079
	10/28/2011	04:45	0.0079
	10/28/2011	04:46	0.0078
	10/28/2011	04:47	0.0077
	10/28/2011	04:48	0.0077
	10/28/2011	04:49	0.0076
	10/28/2011	04:50	0.0076
	10/28/2011	04:51	0.0075
	10/28/2011	04:52	0.0075
	10/28/2011	04:53	0.0074
	10/28/2011	04:54	0.0073
	10/28/2011	04:55	0.0073
	10/28/2011	04:56	0.0072
	10/28/2011	04:57	0.0072
	10/28/2011	04:58	0.0071
	10/28/2011	04:59	0.0071
	10/28/2011	05:00	0.007
	10/28/2011	05:01	0.007
	10/28/2011	05:02	0.0069
	10/28/2011	05:03	0.0069
	10/28/2011	05:04	0.0068
	10/28/2011	05:05	0.0068
	10/28/2011	05:06	0.0067
	10/28/2011	05:07	0.0067
	10/28/2011	05:08	0.0067
	10/28/2011	05:09	0.0066
	10/28/2011	05:10	0.0066
	10/28/2011	05:11	0.0065
	10/28/2011	05:12	0.0065
	10/28/2011	05:13	0.0064
	10/28/2011	05:14	0.0064
	10/28/2011	05:15	0.0063
	10/28/2011	05:16	0.0063
	10/28/2011	05:17	0.0063
	10/28/2011	05:18	0.0062
	10/28/2011	05:19	0.0062
	10/28/2011	05:20	0.0061
	10/28/2011	05:21	0.0061
	10/28/2011	05:22	0.0061
	10/28/2011	05:23	0.006
	10/28/2011	05:24	0.006
	10/28/2011	05:25	0.0059
	10/28/2011	05:26	0.0059
	10/28/2011	05:27	0.0059
	10/28/2011	05:28	0.0058
	10/28/2011	05:29	0.0058
	10/28/2011	05:30	0.0058
	10/28/2011	05:31	0.0057
	10/28/2011	05:32	0.0057
	10/28/2011	05:33	0.0057
	10/28/2011	05:34	0.0056
	10/28/2011	05:35	0.0056
	10/28/2011	05:36	0.0056
	10/28/2011	05:37	0.0055
	10/28/2011	05:38	0.0055
	10/28/2011	05:39	0.0055
	10/28/2011	05:40	0.0054
	10/28/2011	05:41	0.0054
	10/28/2011	05:42	0.0054
	10/28/2011	05:43	0.0053
	10/28/2011	05:44	0.0053
	10/28/2011	05:45	0.0053
	10/28/2011	05:46	0.0052
	10/28/2011	05:47	0.0052
	10/28/2011	05:48	0.0052
	10/28/2011	05:49	0.0051
	10/28/2011	05:50	0.0051
	10/28/2011	05:51	0.0051
	10/28/2011	05:52	0.0051
	10/28/2011	05:53	0.005
	10/28/2011	05:54	0.005
	10/28/2011	05:55	0.005
	10/28/2011	05:56	0.0049
	10/28/2011	05:57	0.0049
	10/28/2011	05:58	0.0049
	10/28/2011	05:59	0.0049
	10/28/2011	06:00	0.0048
