0, 12, 388569.612054, 74335.6816509, 129559.332759, 173743.743089, 94484.2466084
1, 12, 261553.29822, 74335.6816509, 104253.057247, 112197.133022, 48566.3571545
2, 12, 329035.314729, 58369.0923448, 84422.1500783, 106243.510214, 68944.2508002
3, 12, 190748.678531, 26622.4919964, 78155.1123156, 91587.4962236, 42212.3203981
4, 12, 488892.404435, 26622.4919964, 98935.0920638, 120646.131336, 115268.369902
5, 12, 131676.464151, 26622.4919964, 88163.2195203, 84138.5310718, 27743.9270993
6, 12, 190278.541855, 26622.4919964, 71695.0720046, 81281.179678, 39190.6234681
7, 12, 275475.411811, 26622.4919964, 76970.9635241, 98695.8977816, 72685.0802206
8, 12, 149986.580219, 22718.7405303, 34602.1974474, 62943.9757042, 47603.5296487
9, 12, 206721.108163, 17656.2441853, 26622.4919964, 52153.0469127, 51355.8254883
10, 12, 74115.6725146, 11743.2048957, 31655.671186, 32904.3944005, 18137.4000843
11, 12, 41667.6422103, 9305.52030758, 17656.2441853, 18575.6469366, 9531.03074284
12, 12, 186162.228941, 9305.52030758, 27163.2723319, 51097.009413, 51786.958077
